 Round, Category, Value, Question, Answer
Jeopardy!,AFRICAN GEOGRAPHY,300,"Most of Africa's major rivers, including the Congo & the Niger, flow into this ocean",Atlantic
Jeopardy!,BON APPE-T,300,This root vegetable often has white skin & a purple-tinged top,Turnip
Jeopardy!,MONEY SLANG,300,"If you have the itch to start a business from it, you'll certainly need some of it",Scratch
Jeopardy!,AIN'T THAT AMERICA,300,There are more farms in this large southwestern state than in any other,Texas
Jeopardy!,WHY?,300,"According to Genesis 3:14, because it tricked Eve",Why does the snake crawl on the ground?
Jeopardy!,THE BUTLER DID IT,300,Robert Guillaume cleaned up on Soap before moving to the governor's mansion on this series,Benson
Jeopardy!,AFRICAN GEOGRAPHY,400,"In addition to its bountiful wildlife, this desert is the site of the Orapa diamond mine, one of the world's largest",Kalahari
Jeopardy!,BON APPE-T,400,It's a cross between a pomelo & a tangerine,Tangelo
Jeopardy!,MONEY SLANG,400,Bank notes that sing before fa-so-la,Do-re-mi
Jeopardy!,AIN'T THAT AMERICA,400,"This town bearing the name of an old TV game show is the seat of Sierra County, New Mexico",Truth or Consequences (Hot Springs)
Jeopardy!,WHY?,400,"To punish Vronsky for turning cold to her, & to escape from everything",Why does Anna Karenina kill herself?
Jeopardy!,THE BUTLER DID IT,400,Daniel Davis played Niles the butler on this Fine TV comedy that featured the Sheffield family,The Nanny
Jeopardy!,AFRICAN GEOGRAPHY,1500,"Jebel Musa, a promontory in this mountain range, is one of the Pillars of Hercules",Atlas Mountains
Jeopardy!,BON APPE-T,500,A yellow cheddar from Oregon,Tillamook
Jeopardy!,MONEY SLANG,500,2-word phrase for Henny Penny's lunch,Chicken feed
Jeopardy!,AIN'T THAT AMERICA,500,"On June 17, 1969 this controversial erotic revue opened off-Broadway; oh my!",Oh! Calcutta!
Jeopardy!,WHY?,500,Because bacteria from carbon dioxide bubbles around which the curd hardens,Why does Swiss cheese have holes?
Jeopardy!,THE BUTLER DID IT,500,Giles was the first name of this Sebastian Cabot character on Family Affair,Mr. French
Double Jeopardy!,SCIENCE & NATURE,200,In the East Indies certain species of this reptile are called flying dragons because they can glide from tree to tree,Lizards
Double Jeopardy!,"THE MELBOURNE OLYMPICS, 1956",200,"As an 8-year-old in 1956, she sang with a group welcoming Queen Elizabeth II; later she sang to open the 2000 games",Olivia Newton-John
Double Jeopardy!,WRITERS CUBED,200,In 1845 he published The Raven and Other Poems; the other poems include The Conqueror Worm,Edgar Allan Poe
Double Jeopardy!,BRITISH ROYAL HOUSES,200,Henry VIII,Tudor
Double Jeopardy!,AND I QUOTE,200,Type of quotations in the title of Bartlett's,Familiar
Double Jeopardy!,THE BUTLER DID IT,200,"Film character who said, You should be kissed, and often, and by someone who knows how",Rhett Butler
Double Jeopardy!,SCIENCE & NATURE,400,"Newton, Cassegrain, Schmidt & Maksutov all have types of this instrument named for them",Telescope
Double Jeopardy!,"THE MELBOURNE OLYMPICS, 1956",400,"Teams were pulling out left & right, some in protest of the Soviet invasion of this country",Hungary
Double Jeopardy!,WRITERS CUBED,400,In 1977 a reconstruction of her Little House was put on the original site 13 miles southwest of Independence,Laura Ingalls Wilder
Double Jeopardy!,BRITISH ROYAL HOUSES,400,George VI,Windsor
Double Jeopardy!,AND I QUOTE,400,"A quote can be taken out of this, from the Latin for to weave together",Context
Double Jeopardy!,THE BUTLER DID IT,400,A former Dodger outfielder & TV's Grace Under Fire both go by this name,Brett Butler
Double Jeopardy!,SCIENCE & NATURE,1800,The flexible neck of this bird of prey allows it to rotate its head an amazing 270 degrees,Owl
Double Jeopardy!,"THE MELBOURNE OLYMPICS, 1956",600,"Like Korea in 2000, this country entered the stadium in 1956 as a United team",Germany
Double Jeopardy!,WRITERS CUBED,600,"19th century minister of the Second Church of Boston, known for essays like Self-Reliance",Ralph Waldo Emerson
Double Jeopardy!,BRITISH ROYAL HOUSES,600,Richard I,Plantagenet
Double Jeopardy!,AND I QUOTE,600,Kim Walker's character in Say Anything has this annoying habit when quoting,Making quotations with your fingers
Double Jeopardy!,THE BUTLER DID IT,600,This Irish poet who penned The Winding Stair shares his middle name with his brother Jack & father John,William Butler Yeats
Double Jeopardy!,SCIENCE & NATURE,800,Change 1 letter in protest to get this word for a protozoan & others in its kingdom,Protist
Double Jeopardy!,WRITERS CUBED,800,"Her 2000 novel Blonde is, of course, about Marilyn Monroe",Joyce Carol Oates
Double Jeopardy!,BRITISH ROYAL HOUSES,2000,James I,Stuart
Double Jeopardy!,AND I QUOTE,800,"3-word phrase for a quote meant for attribution, or a quote like Gretzky's 92 goals are unbeatable!",On the record
Double Jeopardy!,THE BUTLER DID IT,800,"In his 1872 novel Erewhon, poverty is considered a crime",Samuel Butler
Double Jeopardy!,SCIENCE & NATURE,1000,Sir Humphry Davy named this yellowish-green gas from a Greek word meaning greenish-yellow,Chlorine
Double Jeopardy!,WRITERS CUBED,1000,"Before I Say Good-Bye is her 22nd romantic thriller, so it's no mystery -- she's good",Mary Higgins Clark
Double Jeopardy!,BRITISH ROYAL HOUSES,1000,George III,Hanover
Double Jeopardy!,AND I QUOTE,1000,Publishing term for the type of quote seen here: [Trebek's...made it into record books as host of television's #1-rated quiz show.],Pull quote
Double Jeopardy!,THE BUTLER DID IT,1000,"The mission statement of this school says it's located In...Indianapolis, one of America's most livable cities",Butler University
Final Jeopardy!,THEATRE,,"The 1996 musical Play On! gets its title from the first line of this Shakespeare play, on which it is based",\Twelfth Night\
Jeopardy!,20th CENTURY QUOTES,100,"A minister, 1968: I've seen the promised land...and I'm happy tonight...I'm not fearing any man","Dr. Martin Luther King, Jr."
Jeopardy!,ALL ABOARD THE SOUL TRAIN,100,Soul Train premiered in this decade,1970s
Jeopardy!,WAR STORIES,100,"Marching On, By Antietam Creek",Civil War
Jeopardy!,EUROPE,100,Descriptive term for the flag of Italy & the flag of France,Tricolor
Jeopardy!,WEEDS,100,The most common cause of hay fever in the U.S. is this substance from ragweed,Pollen
Jeopardy!,SEEING RED,100,"In Peanuts, Snoopy often fancied himself a flying ace out to get this pilot",The Red Baron
Jeopardy!,20th CENTURY QUOTES,200,"A Communist, 1938: Political power grows out of the barrel of a gun",Mao Tse-tung
Jeopardy!,ALL ABOARD THE SOUL TRAIN,200,Oh yessssssss...he created the show & was the original producer & host,Don Cornelius
Jeopardy!,WAR STORIES,200,"Body Count, Coming Home",Vietnam War
Jeopardy!,EUROPE,200,From 1963 to 1978 he was Archbishop of Krakow,Karol Wojtyla (Pope John Paul II)
Jeopardy!,WEEDS,200,This common weed seen here has a beverage in its name,Milkweed
Jeopardy!,SEEING RED,200,Excessive bureaucratic procedure resulting in inaction or delay,Red tape
Jeopardy!,20th CENTURY QUOTES,500,"A physicist, 1955: If only I had known, I would have become a watchmaker",Albert Einstein
Jeopardy!,ALL ABOARD THE SOUL TRAIN,300,White crossover artists featured on Soul Train have included David Bowie & this Island Girl singer,Elton John
Jeopardy!,WAR STORIES,300,"The Good Soldier Schweik, Paths of Glory",World War I
Jeopardy!,EUROPE,300,Geographic region within the Arctic Circle named for the people who call themselves the Sami,Lapland
Jeopardy!,WEEDS,300,This plant whose alkaloids ended Socrates' life now grows on American roadsides,Hemlock
Jeopardy!,SEEING RED,300,"Stephen Crane wrote, He wished that he, too, had a wound, this",A red badge of courage
Jeopardy!,20th CENTURY QUOTES,400,"A governor, 1963: Segregation now!  Segregation tomorrow!  Segregation forever!",George Wallace
Jeopardy!,ALL ABOARD THE SOUL TRAIN,400,This hair care product was among the first major backers of the show,Afro Sheen
Jeopardy!,WAR STORIES,400,"A Walk in the Sun, They Were Expendable",World War II
Jeopardy!,EUROPE,400,It's the smallest in area of the Benelux countries,Luxembourg
Jeopardy!,WEEDS,400,This fabric follows Queen Anne's in the name of the weed seen here,Lace
Jeopardy!,SEEING RED,400,"In song, just remember this place and the cowboy that loves you so true",Red River Valley
Jeopardy!,20th CENTURY QUOTES,500,"A professor, 1967: Turn on, tune in, drop out",Timothy Leary
Jeopardy!,ALL ABOARD THE SOUL TRAIN,500,"To gain better production values, Soul Train was moved from this city to Los Angeles",Chicago
Jeopardy!,WAR STORIES,500,"Arundel, Johnny Tremain",The Revolutionary War
Jeopardy!,EUROPE,500,"The fertile plain east of the Danube, making up half this country's area, is called the Great Alfold",Hungary
Jeopardy!,WEEDS,500,"In the names of weeds, this old word for a plant follows soap- & St. John's",Wort
Jeopardy!,SEEING RED,500,"The title of a 1928 song Sophie Tucker introduced, it was also her nickname",The Last of the Red Hot Mamas
Double Jeopardy!,INITIAL T.V.,200,This show which had a 9-year-run on ABC was produced with help from J. Edgar Hoover,The F.B.I.
Double Jeopardy!,SAINTS BE PRAISED,200,"The emblem of St. Lawrence, it's also a nickname for a football field",Gridiron
Double Jeopardy!,MR. OR MS. WILLIAMS,200,"Elected to the Hall of Fame in 1966, his lifetime batting average was .344",Ted Williams
Double Jeopardy!,AIN'T THAT AMERICA,200,This state's largest lake may be 20 times as salty as any ocean,Utah (Great Salt Lake)
Double Jeopardy!,SOMETHIN' TO C,200,Oscar & Felix were an odd one,Couple
Double Jeopardy!,INITIAL T.V.,400,This '60s police drama with Jack Warden was missing the blue of the series that began in 1993,N.Y.P.D.
Double Jeopardy!,SAINTS BE PRAISED,400,The first American citizen canonized was an immigrant from this country,Italy (Mother Cabrini)
Double Jeopardy!,MR. OR MS. WILLIAMS,400,This crooner's hits include 1971's Where Do I Begin & 1959's Lonely Street,Andy Williams
Double Jeopardy!,AIN'T THAT AMERICA,400,Francis Scott Key wrote The Star-Spangled Banner while in this state during the War of 1812,Maryland
Double Jeopardy!,SOMETHIN' TO C,400,Ichabod's patronymic,Crane
Double Jeopardy!,PHYSICAL SCIENCE,600,Max Planck gave this name to the smallest amount of energy that can be emitted as electromagnetic radiation,Quantum
Double Jeopardy!,INITIAL T.V.,600,"[Hi, I'm Pat O'Brien]  David E. Kelley won 2 Emmys for this show in 1991, one as executive producer, one as writer",L.A. Law
Double Jeopardy!,SAINTS BE PRAISED,600,"Saint Brigid was buried at Kildare, but was later moved to be buried with this saint",Saint Patrick
Double Jeopardy!,MR. OR MS. WILLIAMS,1600,The Hillbilly Shakespeare is one nickname of this legendary singer,"Hank Williams, Sr."
Double Jeopardy!,AIN'T THAT AMERICA,600,Ice cream cones were reportedly first served at the 1904 World's Fair in this state,Missouri (St. Louis)
Double Jeopardy!,SOMETHIN' TO C,600,The means of production are privately owned in this economic system,Capitalism
Double Jeopardy!,PHYSICAL SCIENCE,800,"To scientists, it's force times distance; to Twain, it's whatever a body is obliged to do",Work
Double Jeopardy!,INITIAL T.V.,800,This '70s series about a harsh Navy drill instructor with a soft heart starred Don Rickles,C.P.O. Sharkey
Double Jeopardy!,SAINTS BE PRAISED,800,"Philip of Moscow foresaw that his post as primate of the Russian church might lead to martyrdom, as this man was czar",Ivan the Terrible
Double Jeopardy!,MR. OR MS. WILLIAMS,800,The aquatic Mrs. Fernando Lamas,Esther Williams
Double Jeopardy!,AIN'T THAT AMERICA,500,In 1886 a pharmacist in this southern state became the first man to enjoy a Coke and a smile,Georgia
Double Jeopardy!,PHYSICAL SCIENCE,1000,Stoichiometry is defined as the study of the quantities involved in these chemical events,Chemical reactions
Double Jeopardy!,INITIAL T.V.,1000,"Organization that employed Alexander Waverly, Mark Slate & Illya Kuryakin",U.N.C.L.E. (United Network Command for Law and Enforcement)
Double Jeopardy!,SAINTS BE PRAISED,1000,"In September 1999 an abridged version of his City of God ranked 9,821st on Amazon.com's sales list",Saint Augustine
Double Jeopardy!,MR. OR MS. WILLIAMS,1000,This devoted mom has been called the most famous Miss America of all time,Vanessa Williams
Double Jeopardy!,AIN'T THAT AMERICA,1000,From 1784 to 1788 the eastern part of this state was a separate state called Franklin,Tennessee
Double Jeopardy!,SOMETHIN' TO C,1000,In 41 A.D. Cassius Chaerea & company assassinated this Roman emperor,Caligula
Final Jeopardy!,FILM CLASSICS,,This 1951 classic stars the AFI's top picks for the greatest male & female film legends,The African Queen (Humphrey Bogart & Katharine Hepburn)
Jeopardy!,NUMBERS,100,"Fittingly, the book of Numbers begins with God telling this man to count the number of Israelites",Moses
Jeopardy!,'65,100,These 2 countries nicknamed the Bear & the Dragon conducted a verbal war,Soviet Union & China
Jeopardy!,FORE!,100,"In 1994 at age 18, he became the youngest golfer to win the U.S. Amateur Golf Tournament",Tiger Woods
Jeopardy!,THREE,100,Mother Goose rhyming line that follows Rub-a-dub-dub,Three men in a tub
Jeopardy!,TWO,100,In suds: Eberhard Anheuser &...,Adolphus Busch
Jeopardy!,JUAN,100,"Days out of prison in 1945, he married Maria Eva Duarte; we now know her as Evita",Juan Peron
Jeopardy!,NUMBERS,200,Numbers appears at this number position in the order of the books of the Bible,Fourth
Jeopardy!,'65,200,Strike up the band; this Christian organization turned 100 in June,The Salvation Army
Jeopardy!,FORE!,200,"Except during WWII, this golf tournament has been played at the Augusta National Golf Club every year since 1934",The Masters
Jeopardy!,THREE,200,"It beats 2 pair, but not a straight",Three of a kind
Jeopardy!,TWO,200,In pharmaceuticals: William Bristol &...,John Myers
Jeopardy!,JUAN,200,"While trying to colonize what's now this state, Juan Ponce de Leon received a mortal wound from the natives",Florida
Jeopardy!,NUMBERS,300,"Of the 12 spies sent, only Caleb & this future leader believed the Israelites could take Canaan",Joshua
Jeopardy!,'65,300,"On January 20, 1965 he was inaugurated as U.S. vice president",Hubert H. Humphrey
Jeopardy!,FORE!,300,This stretch of closely mowed grass from the tee to the green may be straight or at an angle called a dogleg,Fairway
Jeopardy!,THREE,300,"Stalin, FDR & Churchill were known by this collective nickname when they met in Teheran in 1943",The Big Three
Jeopardy!,TWO,300,In advertising: Jay Chiat &...,Guy Day
Jeopardy!,JUAN,300,"Juan Belmonte is considered the founder of the modern version of this sport, ole!",Bullfighting
Jeopardy!,NUMBERS,400,"In chapter 8, this tribe of Israelites is appointed to work in the tabernacle",Levites
Jeopardy!,'65,500,"Awarded the Nobel Peace Prize on Oct. 25, 1965, maybe it got its prize money in pennies on the 31st",UNICEF
Jeopardy!,FORE!,400,This hazard is simply a depression in the ground; if it contains sand it's called a sand trap,Bunker
Jeopardy!,THREE,400,In 1979 this nuclear power plant near Harrisburg experienced a near meltdown,Three Mile Island
Jeopardy!,TWO,400,In engines: Stephen Briggs &...,Harold Stratton
Jeopardy!,JUAN,400,"1998's MVP in the American League was outfielder Juan Gonzalez, then with this team",Texas Rangers (now with the Tigers)
Jeopardy!,NUMBERS,500,"In chapter 20, Eleazar succeeds this man, his father, as high priest",Aaron
Jeopardy!,'65,500,This company's new Toronado eliminated the hump on the floor with a new drive system,Oldsmobile
Jeopardy!,FORE!,500,This Royal & Ancient Golf Club of Scotland set the standard for a round of golf at 18 holes,St. Andrews
Jeopardy!,THREE,500,Brecht & Weill's Die Dreigroschenoper is known as this in English,The Threepenny Opera
Jeopardy!,TWO,500,In fashion: Domenico Dolce &...,Stefano Gabbana
Jeopardy!,JUAN,500,"In 1995 he was named ASCAP's Latin Songwriter of the Year & in 1996, sang a duet with Paul Anka",Juan Gabriel
Double Jeopardy!,KOREA,200,"In 1976 this company produced the Pony, the first Korean car",Hyundai
Double Jeopardy!,NEVER AT THE MOVIES,200,Advice that's the title of a 1941 W.C. Fields film,Never Give a Sucker an Even Break
Double Jeopardy!,POLAR EXPLORATION,200,Robert Peary was surprised to hear these natives accompanying him complain of cold noses,Eskimos
Double Jeopardy!,AIRPORT CODES,200,ATL,Atlanta
Double Jeopardy!,THAT'S NO LADY...,200,"In the '70s he played America's favorite bigot, Archie Bunker",Carroll O'Connor
Double Jeopardy!,DOUBLE A,200,Quirks of this Eurocar include the ignition lock in the center console,Saab
Double Jeopardy!,KOREA,400,It's enlightening to know the eighth day of the fourth lunar month is celebrated as his birthday,Buddha
Double Jeopardy!,NEVER AT THE MOVIES,400,"(Hi, I'm Garry Marshall)  I sent copy editor Drew Barrymore back to high school for an undercover assignment in this 1999 comedy",Never Been Kissed
Double Jeopardy!,POLAR EXPLORATION,400,"Edward Bransfield, a possible discoverer of Antarctica, had to battle these birds to get ashore",Penguins
Double Jeopardy!,AIRPORT CODES,400,BRU,Brussels
Double Jeopardy!,THAT'S NO LADY...,400,"Before he was a Yippie leader & one of the Chicago Seven, he was a pharmaceuticals salesman",Abbie Hoffman
Double Jeopardy!,DOUBLE A,400,It's how you properly address the Queen of England,Maam
Double Jeopardy!,KOREA,800,The name of this martial art resembling karate is Korean for art of kicking and punching,Taekwondo
Double Jeopardy!,NEVER AT THE MOVIES,600,This 1977 movie about a schizophrenic girl was adapted from Joanne Greenberg's book of the same name,I Never Promised You a Rose Garden
Double Jeopardy!,POLAR EXPLORATION,600,"In 1969, on dogsled, a British team made the first surface crossing of this ocean",Arctic Ocean
Double Jeopardy!,AIRPORT CODES,600,In Scandinavia: CPH,Copenhagen
Double Jeopardy!,THAT'S NO LADY...,600,"A legendary lineman for the Giants & the Rams, he also published a Needlepoint Book for Men",Rosie (Roosevelt) Grier
Double Jeopardy!,DOUBLE A,600,Biblical man with a talking ass,Balaam
Double Jeopardy!,KOREA,800,"Reportedly, the farther south you go, the hotter you'll find this common dish of pickled cabbage",Kimchi
Double Jeopardy!,NEVER AT THE MOVIES,800,"Despite the promise of its title, this 1984 fantasy movie is 94 minutes long; the 1991 sequel is only 90 minutes",The Neverending Story
Double Jeopardy!,POLAR EXPLORATION,800,"This South Pole conqueror died trying to rescue Umberto Nobile, who eventually lived to be 93",Roald Amundsen
Double Jeopardy!,AIRPORT CODES,800,On the continent: ORY,Paris (Orly)
Double Jeopardy!,THAT'S NO LADY...,800,He was a comic foil as Mr. Mooney on The Lucy Show & Mr. Wilson on Dennis the Menace,Gale Gordon
Double Jeopardy!,DOUBLE A,800,Architect Eero,Saarinen
Double Jeopardy!,KOREA,1000,"South Korea's second-largest city, it gave its name to a Korean war perimeter",Pusan
Double Jeopardy!,NEVER AT THE MOVIES,1000,The 2 James Bond films that have Never in the title,Never Say Never Again & Tomorrow Never Dies
Double Jeopardy!,POLAR EXPLORATION,1000,This man who sailed with Scott later made a daring trek when his ship Endurance was trapped by ice,Ernest Shackleton
Double Jeopardy!,AIRPORT CODES,1000,In the Midwest: MSP,Minneapolis-St. Paul
Double Jeopardy!,THAT'S NO LADY...,1000,He played the title character in Sunday in the Park with George when it debuted on Broadway,Mandy Patinkin
Double Jeopardy!,DOUBLE A,1000,This river transits South Africa & flows into the Orange,Vaal River
Final Jeopardy!,NONFICTION AUTHORS,,"First published in 1946, a book written by this man became the bestselling book in the U.S. after the Bible",Dr. Benjamin Spock (\Baby and Child Care\)
